114,8,85,194,131,0
151,8,123,14,91,0
186,8,33,92,190,0
223,8,59,86,88,0
247,8,145,33,115,0
0,8,22,22,23,0
302,8,192,97,151,0
342,8,124,42,67,0
372,8,75,23,80,0
78,8,120,121,29,0
93,8,167,161,35,0
468,8,178,0,43,0
100,8,85,131,194,1
360,8,75,80,23,1
518,8,113,4,18,0
555,8,164,110,41,1
579,8,139,167,117,0
17,9,152,66,78,1
50,9,95,159,7,1
0,9,7,6,7,1
114,9,85,194,131,1
151,9,123,14,91,0
186,9,33,92,190,1
223,9,59,86,88,0
247,9,145,33,115,0
0,9,22,22,23,0
302,9,192,97,151,1
342,9,124,42,67,1
372,9,75,23,80,0
78,9,120,121,29,0
93,9,167,161,35,1
468,9,178,0,43,0
100,9,85,131,194,0
360,9,75,80,23,1
518,9,113,4,18,0
555,9,164,110,41,1
579,9,139,167,117,0
17,10,152,66,78,1
50,10,95,159,7,1
0,10,7,6,7,1
114,10,85,194,131,0
151,10,123,14,91,0
186,10,33,92,190,1
223,10,59,86,88,0
247,10,145,33,115,1
0,10,22,22,23,0
302,10,192,97,151,0
342,10,124,42,67,0
372,10,75,23,80,0
78,10,120,121,29,0
93,10,167,161,35,1
468,10,178,0,43,0
100,10,85,131,194,1
360,10,75,80,23,1
518,10,113,4,18,0
555,10,164,110,41,1
579,10,139,167,117,0
17,11,152,66,78,1
50,11,95,159,7,1
0,11,7,6,7,1
114,11,85,194,131,1
151,11,123,14,91,0
186,11,33,92,190,0
223,11,59,86,88,0
247,11,145,33,115,1
0,11,22,22,23,0
302,11,192,97,151,1
342,11,124,42,67,0
372,11,75,23,80,1
78,11,120,121,29,0
93,11,167,161,35,1
468,11,178,0,43,0
100,11,85,131,194,0
360,11,75,80,23,0
518,11,113,4,18,0
555,11,164,110,41,1
579,11,139,167,117,0
17,12,152,66,78,1
50,12,95,159,7,1
0,12,7,6,7,1
114,12,85,194,131,0
151,12,123,14,91,0
186,12,33,92,190,1
223,12,59,86,88,0
247,12,145,33,115,1
0,12,22,22,23,0
302,12,192,97,151,0
342,12,124,42,67,1
372,12,75,23,80,0
78,12,120,121,29,0
93,12,167,161,35,1
468,12,178,0,43,0
100,12,85,131,194,1
360,12,75,80,23,1
518,12,113,4,18,0
555,12,164,110,41,1
579,12,139,167,117,0
17,13,152,66,78,1
50,13,95,159,7,1
0,13,7,6,7,1
114,13,85,194,131,0
151,13,123,14,91,0
186,13,33,92,190,0
223,13,59,86,88,0
247,13,145,33,115,0
0,13,22,22,23,0
302,13,192,97,151,1
342,13,124,42,67,0
372,13,75,23,80,0
78,13,120,121,29,1
93,13,167,161,35,0
468,13,178,0,43,0
100,13,85,131,194,1
360,13,75,80,23,0
518,13,113,4,18,0
555,13,164,110,41,1
579,13,139,167,117,0
17,14,152,66,78,1
50,14,95,159,7,1
0,14,7,6,7,1
114,14,85,194,131,0
151,14,123,14,91,1
186,14,33,92,190,0
223,14,59,86,88,0
247,14,145,33,115,0
0,14,22,22,23,0
302,14,192,97,151,1
342,14,124,42,67,1
372,14,75,23,80,1
78,14,120,121,29,0
93,14,167,161,35,0
468,14,178,0,43,0
100,14,85,131,194,1
360,14,75,80,23,1
518,14,113,4,18,0
555,14,164,110,41,1
579,14,139,167,117,0
621,15,197,49,82,1
250,15,6,26,115,1
671,15,26,84,98,1
694,15,51,28,127,1
0,15,59,58,59,1
737,15,27,162,62,0
0,15,63,63,64,0
802,15,118,134,54,1
820,15,196,81,73,1
837,15,4,152,135,1
457,15,123,112,0,0
863,15,43,87,37,1
95,15,56,165,35,0
914,15,45,155,149,1
606,15,197,82,49,0
931,15,36,43,83,0
957,15,57,118,89,0
987,15,103,9,2,1
581,15,160,53,117,1
785,15,118,54,134,0
621,16,197,49,82,1
250,16,6,26,115,1
671,16,26,84,98,1
694,16,51,28,127,1
0,16,59,58,59,1
737,16,27,162,62,0
0,16,63,63,64,0
802,16,118,134,54,1
820,16,196,81,73,1
837,16,4,152,135,1
457,16,123,112,0,1
863,16,43,87,37,0
95,16,56,165,35,0
914,16,45,155,149,1
606,16,197,82,49,0
931,16,36,43,83,0
957,16,57,118,89,0
987,16,103,9,2,0
581,16,160,53,117,1
785,16,118,54,134,0
621,1,197,49,82,1
250,1,6,26,115,1
671,1,26,84,98,1
694,1,51,28,127,1
0,1,59,58,59,1
737,1,27,162,62,0
0,1,63,63,64,0
802,1,118,134,54,1
820,1,196,81,73,0
837,1,4,152,135,1
457,1,123,112,0,1
863,1,43,87,37,0
95,1,56,165,35,0
914,1,45,155,149,1
606,1,197,82,49,0
931,1,36,43,83,0
957,1,57,118,89,1
987,1,103,9,2,1
581,1,160,53,117,1
785,1,118,54,134,0
621,18,197,49,82,1
250,18,6,26,115,1
671,18,26,84,98,0
694,18,51,28,127,1
0,18,59,58,59,1
737,18,27,162,62,0
0,18,63,63,64,0
802,18,118,134,54,1
820,18,196,81,73,0
837,18,4,152,135,1
457,18,123,112,0,1
863,18,43,87,37,0
95,18,56,165,35,0
914,18,45,155,149,1
606,18,197,82,49,0
931,18,36,43,83,0
957,18,57,118,89,1
987,18,103,9,2,1
581,18,160,53,117,0
785,18,118,54,134,1
621,2,197,49,82,1
250,2,6,26,115,1
671,2,26,84,98,0
694,2,51,28,127,1
0,2,59,58,59,1
737,2,27,162,62,0
0,2,63,63,64,0
802,2,118,134,54,1
820,2,196,81,73,0
837,2,4,152,135,1
457,2,123,112,0,1
863,2,43,87,37,0
95,2,56,165,35,0
914,2,45,155,149,1
606,2,197,82,49,0
931,2,36,43,83,0
957,2,57,118,89,0
987,2,103,9,2,1
581,2,160,53,117,1
785,2,118,54,134,0
621,7,197,49,82,1
250,7,6,26,115,1
671,7,26,84,98,1
694,7,51,28,127,1
0,7,59,58,59,1
737,7,27,162,62,0
0,7,63,63,64,0
802,7,118,134,54,1
820,7,196,81,73,1
837,7,4,152,135,0
457,7,123,112,0,1
863,7,43,87,37,0
95,7,56,165,35,0
914,7,45,155,149,1
606,7,197,82,49,0
931,7,36,43,83,0
957,7,57,118,89,1
987,7,103,9,2,1
581,7,160,53,117,0
785,7,118,54,134,0
621,6,197,49,82,1
250,6,6,26,115,1
671,6,26,84,98,1
694,6,51,28,127,1
0,6,59,58,59,1
737,6,27,162,62,0
0,6,63,63,64,0
802,6,118,134,54,1
820,6,196,81,73,0
837,6,4,152,135,0
457,6,123,112,0,1
863,6,43,87,37,0
95,6,56,165,35,0
914,6,45,155,149,1
606,6,197,82,49,0
931,6,36,43,83,0
957,6,57,118,89,1
987,6,103,9,2,1
581,6,160,53,117,1
785,6,118,54,134,0
621,19,197,49,82,1
250,19,6,26,115,1
671,19,26,84,98,1
694,19,51,28,127,1
0,19,59,58,59,1
737,19,27,162,62,0
0,19,63,63,64,0
802,19,118,134,54,1
820,19,196,81,73,0
837,19,4,152,135,0
457,19,123,112,0,1
863,19,43,87,37,1
95,19,56,165,35,0
914,19,45,155,149,1
606,19,197,82,49,0
931,19,36,43,83,0
957,19,57,118,89,1
987,19,103,9,2,1
581,19,160,53,117,1
785,19,118,54,134,0
621,5,197,49,82,1
250,5,6,26,115,1
671,5,26,84,98,1
694,5,51,28,127,1
0,5,59,58,59,1
737,5,27,162,62,0
0,5,63,63,64,0
802,5,118,134,54,1
820,5,196,81,73,0
837,5,4,152,135,0
457,5,123,112,0,1
863,5,43,87,37,1
95,5,56,165,35,0
914,5,45,155,149,1
606,5,197,82,49,0
931,5,36,43,83,0
957,5,57,118,89,1
987,5,103,9,2,1
581,5,160,53,117,0
785,5,118,54,134,0
621,12,197,49,82,1
250,12,6,26,115,1
671,12,26,84,98,1
694,12,51,28,127,1
0,12,59,58,59,1
737,12,27,162,62,0
0,12,63,63,64,0
802,12,118,134,54,1
820,12,196,81,73,1
837,12,4,152,135,1
457,12,123,112,0,1
863,12,43,87,37,1
95,12,56,165,35,0
914,12,45,155,149,0
606,12,197,82,49,0
931,12,36,43,83,0
957,12,57,118,89,1
987,12,103,9,2,1
581,12,160,53,117,0
785,12,118,54,134,0
621,10,197,49,82,1
250,10,6,26,115,1
671,10,26,84,98,1
694,10,51,28,127,1
0,10,59,58,59,1
737,10,27,162,62,0
0,10,63,63,64,0
802,10,118,134,54,1
820,10,196,81,73,1
837,10,4,152,135,1
457,10,123,112,0,1
863,10,43,87,37,0
95,10,56,165,35,0
914,10,45,155,149,1
606,10,197,82,49,1
931,10,36,43,83,0
957,10,57,118,89,1
987,10,103,9,2,1
581,10,160,53,117,1
785,10,118,54,134,0
621,20,197,49,82,1
250,20,6,26,115,1
671,20,26,84,98,1
694,20,51,28,127,1
0,20,59,58,59,1
737,20,27,162,62,0
0,20,63,63,64,0
802,20,118,134,54,1
820,20,196,81,73,1
837,20,4,152,135,0
457,20,123,112,0,1
863,20,43,87,37,0
95,20,56,165,35,0
914,20,45,155,149,1
606,20,197,82,49,0
931,20,36,43,83,0
957,20,57,118,89,0
987,20,103,9,2,1
581,20,160,53,117,0
785,20,118,54,134,0
291,1,121,67,97,0
1037,1,85,155,108,0
1061,1,164,141,12,1
406,1,104,42,121,0
0,1,26,26,52,0
1084,1,22,174,90,1
20,1,5,148,78,1
1122,1,84,26,199,1
1134,1,34,5,186,0
1154,1,130,155,138,0
1191,1,155,3,136,0
1095,1,5,78,148,0
1212,1,179,158,11,1
1235,1,199,90,79,1
901,1,85,108,155,1
551,1,42,39,110,0
66,1,55,6,95,0
0,1,109,109,21,0
1276,1,44,53,126,1
676,1,94,144,98,0
291,2,121,67,97,0
1037,2,85,155,108,0
1061,2,164,141,12,1
406,2,104,42,121,1
0,2,26,26,52,0
1084,2,22,174,90,1
20,2,5,148,78,1
1122,2,84,26,199,0
1134,2,34,5,186,0
1154,2,130,155,138,0
1191,2,155,3,136,0
1095,2,5,78,148,1
1212,2,179,158,11,1
1235,2,199,90,79,1
901,2,85,108,155,1
551,2,42,39,110,0
66,2,55,6,95,0
0,2,109,109,21,0
1276,2,44,53,126,1
676,2,94,144,98,1
291,7,121,67,97,0
1037,7,85,155,108,0
1061,7,164,141,12,1
406,7,104,42,121,0
0,7,26,26,52,0
1084,7,22,174,90,1
20,7,5,148,78,1
1122,7,84,26,199,1
1134,7,34,5,186,0
1154,7,130,155,138,0
1191,7,155,3,136,1
1095,7,5,78,148,0
1212,7,179,158,11,1
1235,7,199,90,79,0
901,7,85,108,155,1
551,7,42,39,110,0
66,7,55,6,95,0
0,7,109,109,21,0
1276,7,44,53,126,1
676,7,94,144,98,1
291,5,121,67,97,0
1037,5,85,155,108,0
1061,5,164,141,12,1
406,5,104,42,121,0
0,5,26,26,52,0
1084,5,22,174,90,1
20,5,5,148,78,0
1122,5,84,26,199,0
1134,5,34,5,186,0
1154,5,130,155,138,0
1191,5,155,3,136,0
1095,5,5,78,148,1
1212,5,179,158,11,0
1235,5,199,90,79,1
901,5,85,108,155,0
551,5,42,39,110,0
66,5,55,6,95,0
0,5,109,109,21,0
1276,5,44,53,126,0
676,5,94,144,98,1
291,12,121,67,97,0
1037,12,85,155,108,0
1061,12,164,141,12,1
406,12,104,42,121,0
0,12,26,26,52,0
1084,12,22,174,90,1
20,12,5,148,78,1
1122,12,84,26,199,1
1134,12,34,5,186,0
1154,12,130,155,138,0
1191,12,155,3,136,0
1095,12,5,78,148,1
1212,12,179,158,11,1
1235,12,199,90,79,1
901,12,85,108,155,1
551,12,42,39,110,0
66,12,55,6,95,0
0,12,109,109,21,0
1276,12,44,53,126,0
676,12,94,144,98,0
291,20,121,67,97,0
1037,20,85,155,108,0
1061,20,164,141,12,1
406,20,104,42,121,0
0,20,26,26,52,0
1084,20,22,174,90,1
20,20,5,148,78,1
1122,20,84,26,199,1
1134,20,34,5,186,0
1154,20,130,155,138,0
1191,20,155,3,136,0
1095,20,5,78,148,0
1212,20,179,158,11,1
1235,20,199,90,79,0
901,20,85,108,155,1
551,20,42,39,110,0
66,20,55,6,95,0
0,20,109,109,21,0
1276,20,44,53,126,1
676,20,94,144,98,0
291,22,121,67,97,0
1037,22,85,155,108,0
1061,22,164,141,12,0
406,22,104,42,121,0
0,22,26,26,52,0
1084,22,22,174,90,1
20,22,5,148,78,0
1122,22,84,26,199,0
1134,22,34,5,186,0
1154,22,130,155,138,0
1191,22,155,3,136,1
1095,22,5,78,148,1
1212,22,179,158,11,0
1235,22,199,90,79,0
901,22,85,108,155,1
551,22,42,39,110,0
66,22,55,6,95,0
0,22,109,109,21,0
1276,22,44,53,126,1
676,22,94,144,98,1
291,13,121,67,97,0
1037,13,85,155,108,0
1061,13,164,141,12,1
406,13,104,42,121,0
0,13,26,26,52,0
1084,13,22,174,90,1
20,13,5,148,78,1
1122,13,84,26,199,1
1134,13,34,5,186,0
1154,13,130,155,138,0
1191,13,155,3,136,1
1095,13,5,78,148,0
1212,13,179,158,11,1
1235,13,199,90,79,1
901,13,85,108,155,1
551,13,42,39,110,0
66,13,55,6,95,0
0,13,109,109,21,0
1276,13,44,53,126,1
676,13,94,144,98,0
291,23,121,67,97,1
1037,23,85,155,108,0
1061,23,164,141,12,1
406,23,104,42,121,0
0,23,26,26,52,0
1084,23,22,174,90,1
20,23,5,148,78,1
1122,23,84,26,199,1
1134,23,34,5,186,0
1154,23,130,155,138,0
1191,23,155,3,136,1
1095,23,5,78,148,1
1212,23,179,158,11,1
1235,23,199,90,79,1
901,23,85,108,155,1
551,23,42,39,110,0
66,23,55,6,95,0
0,23,109,109,21,0
1276,23,44,53,126,1
676,23,94,144,98,0
291,8,121,67,97,1
1037,8,85,155,108,0
1061,8,164,141,12,1
406,8,104,42,121,0
0,8,26,26,52,0
1084,8,22,174,90,1
20,8,5,148,78,1
1122,8,84,26,199,1
1134,8,34,5,186,0
1154,8,130,155,138,0
1191,8,155,3,136,1
1095,8,5,78,148,0
1212,8,179,158,11,0
1235,8,199,90,79,1
901,8,85,108,155,1
551,8,42,39,110,0
66,8,55,6,95,0
0,8,109,109,21,0
1276,8,44,53,126,1
676,8,94,144,98,0
291,25,121,67,97,0
1037,25,85,155,108,0
1061,25,164,141,12,0
406,25,104,42,121,0
0,25,26,26,52,0
1084,25,22,174,90,1
20,25,5,148,78,0
1122,25,84,26,199,1
1134,25,34,5,186,0
1154,25,130,155,138,0
1191,25,155,3,136,1
1095,25,5,78,148,1
1212,25,179,158,11,1
1235,25,199,90,79,1
901,25,85,108,155,1
551,25,42,39,110,0
66,25,55,6,95,1
0,25,109,109,21,0
1276,25,44,53,126,0
676,25,94,144,98,1
887,1,100,65,56,0
707,1,148,122,51,0
1343,1,100,97,60,0
1350,1,57,159,40,1
568,1,36,186,164,1
1368,1,49,117,77,1
296,1,100,60,97,1
1378,1,129,159,109,1
947,1,141,171,36,1
419,1,111,70,120,0
1014,1,189,20,53,0
584,1,49,77,117,0
1472,1,12,177,163,0
0,1,35,35,90,0
0,1,77,77,92,0
1475,1,143,9,74,1
1500,1,153,112,198,0
1525,1,183,87,72,0
1278,1,161,175,126,0
1562,1,32,89,101,0
887,2,100,65,56,0
707,2,148,122,51,0
1343,2,100,97,60,1
1350,2,57,159,40,1
568,2,36,186,164,1
1368,2,49,117,77,0
296,2,100,60,97,0
1378,2,129,159,109,1
947,2,141,171,36,1
419,2,111,70,120,0
1014,2,189,20,53,0
584,2,49,77,117,1
1472,2,12,177,163,0
0,2,35,35,90,0
0,2,77,77,92,0
1475,2,143,9,74,1
1500,2,153,112,198,0
1525,2,183,87,72,0
1278,2,161,175,126,1
1562,2,32,89,101,0
887,11,100,65,56,1
707,11,148,122,51,0
1343,11,100,97,60,0
1350,11,57,159,40,1
568,11,36,186,164,1
1368,11,49,117,77,0
296,11,100,60,97,1
1378,11,129,159,109,1
947,11,141,171,36,1
419,11,111,70,120,1
1014,11,189,20,53,1
584,11,49,77,117,1
1472,11,12,177,163,0
0,11,35,35,90,0
0,11,77,77,92,0
1475,11,143,9,74,1
1500,11,153,112,198,0
1525,11,183,87,72,0
1278,11,161,175,126,1
1562,11,32,89,101,0
887,26,100,65,56,1
707,26,148,122,51,0
1343,26,100,97,60,0
1350,26,57,159,40,1
568,26,36,186,164,1
1368,26,49,117,77,1
296,26,100,60,97,1
1378,26,129,159,109,1
947,26,141,171,36,1
419,26,111,70,120,0
1014,26,189,20,53,0
584,26,49,77,117,1
1472,26,12,177,163,0
0,26,35,35,90,0
0,26,77,77,92,0
1475,26,143,9,74,1
1500,26,153,112,198,1
1525,26,183,87,72,0
1278,26,161,175,126,1
1562,26,32,89,101,0
887,8,100,65,56,1
707,8,148,122,51,0
1343,8,100,97,60,0
1350,8,57,159,40,1
568,8,36,186,164,1
1368,8,49,117,77,1
296,8,100,60,97,0
1378,8,129,159,109,1
947,8,141,171,36,1
419,8,111,70,120,0
1014,8,189,20,53,0
584,8,49,77,117,0
1472,8,12,177,163,0
0,8,35,35,90,0
0,8,77,77,92,0
1475,8,143,9,74,1
1500,8,153,112,198,0
1525,8,183,87,72,0
1278,8,161,175,126,1
1562,8,32,89,101,0
887,5,100,65,56,1
707,5,148,122,51,0
1343,5,100,97,60,0
1350,5,57,159,40,1
568,5,36,186,164,1
1368,5,49,117,77,1
296,5,100,60,97,1
1378,5,129,159,109,1
947,5,141,171,36,0
419,5,111,70,120,0
1014,5,189,20,53,1
584,5,49,77,117,0
1472,5,12,177,163,1
0,5,35,35,90,0
0,5,77,77,92,0
1475,5,143,9,74,1
1500,5,153,112,198,1
1525,5,183,87,72,0
1278,5,161,175,126,0
1562,5,32,89,101,1
887,10,100,65,56,0
707,10,148,122,51,0
1343,10,100,97,60,1
1350,10,57,159,40,1
568,10,36,186,164,1
1368,10,49,117,77,0
296,10,100,60,97,0
1378,10,129,159,109,1
947,10,141,171,36,1
419,10,111,70,120,0
1014,10,189,20,53,0
584,10,49,77,117,0
1472,10,12,177,163,1
0,10,35,35,90,0
0,10,77,77,92,0
1475,10,143,9,74,1
1500,10,153,112,198,0
1525,10,183,87,72,0
1278,10,161,175,126,1
1562,10,32,89,101,0
887,12,100,65,56,1
707,12,148,122,51,0
1343,12,100,97,60,0
1350,12,57,159,40,0
568,12,36,186,164,1
1368,12,49,117,77,0
296,12,100,60,97,1
1378,12,129,159,109,1
947,12,141,171,36,1
419,12,111,70,120,1
1014,12,189,20,53,0
584,12,49,77,117,0
1472,12,12,177,163,1
0,12,35,35,90,0
0,12,77,77,92,0
1475,12,143,9,74,1
1500,12,153,112,198,0
1525,12,183,87,72,0
1278,12,161,175,126,1
1562,12,32,89,101,0
887,22,100,65,56,0
707,22,148,122,51,1
1343,22,100,97,60,1
1350,22,57,159,40,0
568,22,36,186,164,1
1368,22,49,117,77,0
296,22,100,60,97,1
1378,22,129,159,109,1
947,22,141,171,36,1
419,22,111,70,120,1
1014,22,189,20,53,0
584,22,49,77,117,1
1472,22,12,177,163,0
0,22,35,35,90,0
0,22,77,77,92,0
1475,22,143,9,74,1
1500,22,153,112,198,1
1525,22,183,87,72,0
1278,22,161,175,126,1
1562,22,32,89,101,0
887,13,100,65,56,1
707,13,148,122,51,0
1343,13,100,97,60,0
1350,13,57,159,40,1
568,13,36,186,164,1
1368,13,49,117,77,0
296,13,100,60,97,1
1378,13,129,159,109,1
947,13,141,171,36,1
419,13,111,70,120,0
1014,13,189,20,53,0
584,13,49,77,117,1
1472,13,12,177,163,0
0,13,35,35,90,0
0,13,77,77,92,0
1475,13,143,9,74,1
1500,13,153,112,198,0
1525,13,183,87,72,0
1278,13,161,175,126,1
1562,13,32,89,101,0
887,14,100,65,56,1
1343,14,100,97,60,1
1350,14,57,159,40,0
568,14,36,186,164,1
1368,14,49,117,77,1
296,14,100,60,97,1
1378,14,129,159,109,1
947,14,141,171,36,1
419,14,111,70,120,0
1014,14,189,20,53,0
584,14,49,77,117,0
1472,14,12,177,163,0
0,14,35,35,90,0
0,14,77,77,92,0
1475,14,143,9,74,1
1500,14,153,112,198,1
1525,14,183,87,72,0
1278,14,161,175,126,1
1562,14,32,89,101,0
887,16,100,65,56,0
707,16,148,122,51,0
1343,16,100,97,60,1
1350,16,57,159,40,1
568,16,36,186,164,1
1368,16,49,117,77,1
296,16,100,60,97,0
1378,16,129,159,109,1
947,16,141,171,36,1
419,16,111,70,120,0
1014,16,189,20,53,0
584,16,49,77,117,0
1472,16,12,177,163,1
0,16,35,35,90,0
0,16,77,77,92,0
1475,16,143,9,74,1
1500,16,153,112,198,1
1525,16,183,87,72,0
1278,16,161,175,126,0
1562,16,32,89,101,1
448,1,190,173,167,1
833,1,102,40,196,0
1606,1,89,78,13,0
977,1,22,142,9,0
1626,1,178,95,166,0
745,1,134,154,62,0
81,1,172,77,29,0
563,1,29,173,41,0
1668,1,69,160,8,1
0,1,146,146,85,0
1009,1,52,58,53,0
1131,1,22,115,186,0
1725,1,119,76,19,0
650,1,36,134,6,0
1103,1,182,61,148,0
352,1,48,120,124,1
0,1,69,69,64,0
73,1,178,166,95,1
4,1,6,86,66,1
1743,1,182,148,61,1
448,2,190,173,167,1
833,2,102,40,196,1
977,2,22,142,9,0
1626,2,178,95,166,0
745,2,134,154,62,1
81,2,172,77,29,1
563,2,29,173,41,0
1668,2,69,160,8,1
0,2,146,146,85,0
1009,2,52,58,53,1
1131,2,22,115,186,1
1725,2,119,76,19,0
650,2,36,134,6,1
1103,2,182,61,148,0
352,2,48,120,124,0
0,2,69,69,64,0
73,2,178,166,95,1
4,2,6,86,66,1
1743,2,182,148,61,0
448,5,190,173,167,1
833,5,102,40,196,0
1606,5,89,78,13,0
977,5,22,142,9,0
1626,5,178,95,166,0
745,5,134,154,62,0
81,5,172,77,29,0
563,5,29,173,41,0
1668,5,69,160,8,1
0,5,146,146,85,0
1009,5,52,58,53,0
1131,5,22,115,186,0
1725,5,119,76,19,1
650,5,36,134,6,1
1103,5,182,61,148,1
352,5,48,120,124,1
0,5,69,69,64,0
73,5,178,166,95,1
1743,5,182,148,61,1
448,7,190,173,167,1
833,7,102,40,196,1
1606,7,89,78,13,1
977,7,22,142,9,0
1626,7,178,95,166,0
745,7,134,154,62,1
81,7,172,77,29,1
563,7,29,173,41,1
1668,7,69,160,8,1
0,7,146,146,85,0
1009,7,52,58,53,0
1131,7,22,115,186,0
1725,7,119,76,19,1
650,7,36,134,6,1
1103,7,182,61,148,0
352,7,48,120,124,0
0,7,69,69,64,0
73,7,178,166,95,1
4,7,6,86,66,1
1743,7,182,148,61,1
448,12,190,173,167,1
833,12,102,40,196,0
1606,12,89,78,13,0
977,12,22,142,9,0
1626,12,178,95,166,0
745,12,134,154,62,0
81,12,172,77,29,0
563,12,29,173,41,1
1668,12,69,160,8,1
0,12,146,146,85,0
1009,12,52,58,53,0
1131,12,22,115,186,0
1725,12,119,76,19,0
650,12,36,134,6,0
1103,12,182,61,148,0
352,12,48,120,124,0
0,12,69,69,64,0
73,12,178,166,95,1
4,12,6,86,66,1
1743,12,182,148,61,0
448,10,190,173,167,1
833,10,102,40,196,1
1606,10,89,78,13,1
977,10,22,142,9,0
1626,10,178,95,166,0
745,10,134,154,62,0
81,10,172,77,29,1
563,10,29,173,41,0
1668,10,69,160,8,1
0,10,146,146,85,0
1009,10,52,58,53,0
1131,10,22,115,186,0
1725,10,119,76,19,0
650,10,36,134,6,1
1103,10,182,61,148,0
352,10,48,120,124,0
0,10,69,69,64,0
73,10,178,166,95,1
4,10,6,86,66,1
1743,10,182,148,61,1
448,11,190,173,167,1
833,11,102,40,196,0
1606,11,89,78,13,1
977,11,22,142,9,0
1626,11,178,95,166,0
745,11,134,154,62,1
81,11,172,77,29,1
563,11,29,173,41,1
1668,11,69,160,8,1
0,11,146,146,85,0
1009,11,52,58,53,1
1131,11,22,115,186,0
1725,11,119,76,19,0
650,11,36,134,6,1
1103,11,182,61,148,1
352,11,48,120,124,0
0,11,69,69,64,0
73,11,178,166,95,1
4,11,6,86,66,1
1743,11,182,148,61,0
448,14,190,173,167,1
833,14,102,40,196,0
1606,14,89,78,13,1
977,14,22,142,9,0
1626,14,178,95,166,0
745,14,134,154,62,1
81,14,172,77,29,0
563,14,29,173,41,1
1668,14,69,160,8,1
0,14,146,146,85,0
1009,14,52,58,53,0
1131,14,22,115,186,0
1725,14,119,76,19,0
650,14,36,134,6,0
1103,14,182,61,148,0
352,14,48,120,124,1
0,14,69,69,64,0
73,14,178,166,95,1
4,14,6,86,66,1
1743,14,182,148,61,1
448,22,190,173,167,1
833,22,102,40,196,0
1606,22,89,78,13,0
977,22,22,142,9,0
1626,22,178,95,166,0
745,22,134,154,62,0
81,22,172,77,29,1
563,22,29,173,41,0
1668,22,69,160,8,1
0,22,146,146,85,0
1009,22,52,58,53,0
1131,22,22,115,186,0
1725,22,119,76,19,0
650,22,36,134,6,1
